return_id,order_id,return_date,return_reason,refund_amount,reverse_logistics_cost,restockable
RET-001806,ORD-034026,2024-08-24,Wrong Size / Fit,179.52,38.79,True
RET-001807,ORD-034029,2024-06-08,Wrong Size / Fit,167.18,37.98,True
RET-001808,ORD-034043,2024-09-08,Late Delivery,205.74,37.38,True
RET-001809,ORD-034053,2024-08-18,Late Delivery,30.03,49.58,True
RET-001810,ORD-034073,2024-06-06,Item Defective,55.15,36.25,True
RET-001811,ORD-034085,2024-08-14,Wrong Size / Fit,168.71,44.12,True
RET-001812,ORD-034189,2024-04-15,Wrong Size / Fit,81.7,45.19,True
RET-001813,ORD-034198,2024-09-03,Item Defective,384.57,48.32,False
RET-001814,ORD-034203,2024-07-25,Item Defective,290.09,47.08,True
RET-001815,ORD-034216,2024-07-17,Buyer Remorse,366.66,46.8,True
RET-001816,ORD-034220,2024-06-25,Wrong Size / Fit,47.4,43.2,True
RET-001817,ORD-034232,2024-04-09,Wrong Size / Fit,369.5,48.75,True
RET-001818,ORD-034247,2024-10-01,Item Defective,57.38,40.24,True
RET-001819,ORD-034267,2024-05-02,Buyer Remorse,62.86,39.37,True
RET-001820,ORD-034270,2024-09-07,Wrong Size / Fit,59.44,45.88,True
RET-001821,ORD-034280,2024-08-16,Wrong Size / Fit,78.72,50.96,True
RET-001822,ORD-034293,2024-07-02,Late Delivery,869.88,47.23,True
RET-001823,ORD-034317,2024-06-17,Wrong Size / Fit,187.39,43.93,True
RET-001824,ORD-034327,2024-08-10,Item Defective,40.45,50.23,False
RET-001825,ORD-034334,2024-06-06,Late Delivery,184.96,47.12,True
RET-001826,ORD-034336,2024-06-14,Buyer Remorse,38.42,40.86,True
RET-001827,ORD-034360,2024-07-26,Wrong Size / Fit,56.69,51.15,True
RET-001828,ORD-034362,2024-09-22,Item Defective,198.74,40.8,True
RET-001829,ORD-034365,2024-04-24,Wrong Size / Fit,257.51,47.06,False
RET-001830,ORD-034421,2024-09-08,Buyer Remorse,1000.5,50.81,True
RET-001831,ORD-034459,2024-10-01,Item Defective,553.85,40.73,True
RET-001832,ORD-034469,2024-09-10,Wrong Size / Fit,111.92,37.41,True
RET-001833,ORD-034474,2024-06-09,Late Delivery,477.44,37.48,True
RET-001834,ORD-034478,2024-09-12,Item Defective,128.24,51.24,True
RET-001835,ORD-034498,2024-04-27,Item Defective,177.74,40.34,True
RET-001836,ORD-034503,2024-09-22,Wrong Size / Fit,361.09,39.56,False
RET-001837,ORD-034513,2024-04-26,Buyer Remorse,383.37,40.16,True
RET-001838,ORD-034560,2024-09-20,Buyer Remorse,436.19,44.91,True
RET-001839,ORD-034562,2024-07-23,Buyer Remorse,228.86,42.48,True
RET-001840,ORD-034578,2024-08-09,Wrong Size / Fit,645.63,44.01,True
RET-001841,ORD-034586,2024-09-15,Late Delivery,300.63,47.49,True
RET-001842,ORD-034596,2024-10-07,Item Defective,119.59,36.12,True
RET-001843,ORD-034625,2024-05-24,Item Defective,543.27,35.09,True
RET-001844,ORD-034663,2024-04-11,Wrong Size / Fit,361.31,44.13,True
RET-001845,ORD-034670,2024-05-02,Wrong Size / Fit,187.36,40.79,True
RET-001846,ORD-034703,2024-07-25,Wrong Size / Fit,184.54,47.59,True
RET-001847,ORD-034705,2024-09-11,Item Defective,133.98,48.86,True
RET-001848,ORD-034712,2024-05-05,Late Delivery,940.02,45.59,True
RET-001849,ORD-034767,2024-07-14,Wrong Size / Fit,275.98,42.99,True
RET-001850,ORD-034801,2024-08-22,Late Delivery,376.86,46.75,True
RET-001851,ORD-034809,2024-07-19,Buyer Remorse,462.33,48.96,True
RET-001852,ORD-034863,2024-04-27,Late Delivery,285.21,45.46,True
RET-001853,ORD-034866,2024-09-09,Wrong Size / Fit,91.07,36.35,False
RET-001854,ORD-034928,2024-06-15,Wrong Size / Fit,149.85,50.19,False
RET-001855,ORD-034939,2024-07-12,Wrong Size / Fit,357.81,43.67,True
RET-001856,ORD-034968,2024-08-19,Buyer Remorse,179.31,37.05,False
RET-001857,ORD-034974,2024-10-03,Buyer Remorse,39.95,43.53,True
RET-001858,ORD-034999,2024-05-08,Wrong Size / Fit,83.14,47.08,True
RET-001859,ORD-035085,2024-09-12,Buyer Remorse,175.9,44.43,True
RET-001860,ORD-035089,2024-10-02,Item Defective,26.25,36.68,True
RET-001861,ORD-035106,2024-05-11,Late Delivery,57.81,44.35,False
RET-001862,ORD-035117,2024-06-30,Item Defective,966.82,36.4,True
RET-001863,ORD-035139,2024-04-30,Wrong Size / Fit,139.17,38.97,True
RET-001864,ORD-035171,2024-04-29,Item Defective,61.82,49.87,True
RET-001865,ORD-035194,2024-09-26,Wrong Size / Fit,180.27,38.02,True
RET-001866,ORD-035238,2024-08-22,Item Defective,71.46,47.14,True
RET-001867,ORD-035246,2024-09-09,Wrong Size / Fit,172.43,39.31,True
RET-001868,ORD-035252,2024-08-17,Item Defective,81.9,41.52,True
RET-001869,ORD-035265,2024-05-20,Late Delivery,119.85,35.52,False
RET-001870,ORD-035274,2024-08-31,Late Delivery,133.83,40.99,False
RET-001871,ORD-035287,2024-07-06,Wrong Size / Fit,167.61,46.67,True
RET-001872,ORD-035327,2024-09-22,Late Delivery,117.08,39.13,True
RET-001873,ORD-035357,2024-08-12,Wrong Size / Fit,54.05,50.88,True
RET-001874,ORD-035408,2024-08-22,Late Delivery,78.37,41.56,True
RET-001875,ORD-035414,2024-04-18,Wrong Size / Fit,353.31,41.35,False
RET-001876,ORD-035422,2024-08-22,Buyer Remorse,123.79,35.44,True
RET-001877,ORD-035428,2024-05-23,Late Delivery,19.03,37.49,True
RET-001878,ORD-035431,2024-08-29,Buyer Remorse,234.19,42.97,True
RET-001879,ORD-035444,2024-07-26,Wrong Size / Fit,72.13,48.13,True
RET-001880,ORD-035476,2024-05-08,Wrong Size / Fit,615.07,45.37,True
RET-001881,ORD-035492,2024-08-03,Wrong Size / Fit,1256.2,43.08,True
RET-001882,ORD-035499,2024-09-20,Wrong Size / Fit,185.73,49.82,True
RET-001883,ORD-035509,2024-04-08,Item Defective,73.0,43.45,True
RET-001884,ORD-035554,2024-05-04,Item Defective,549.25,41.01,False
RET-001885,ORD-035581,2024-08-16,Wrong Size / Fit,383.07,42.28,True
RET-001886,ORD-035656,2024-09-18,Item Defective,180.39,39.04,True
RET-001887,ORD-035674,2024-05-09,Item Defective,1173.08,49.82,True
RET-001888,ORD-035675,2024-04-08,Wrong Size / Fit,377.73,40.5,True
RET-001889,ORD-035689,2024-08-25,Buyer Remorse,45.06,51.03,True
RET-001890,ORD-035728,2024-07-16,Wrong Size / Fit,85.67,50.38,True
RET-001891,ORD-035737,2024-06-18,Item Defective,188.71,45.08,True
RET-001892,ORD-035739,2024-07-10,Buyer Remorse,121.78,39.85,False
RET-001893,ORD-035781,2024-09-20,Wrong Size / Fit,289.8,35.27,True
RET-001894,ORD-035795,2024-05-12,Wrong Size / Fit,71.33,47.88,True
RET-001895,ORD-035833,2024-09-30,Wrong Size / Fit,167.92,51.12,True
RET-001896,ORD-035867,2024-04-10,Wrong Size / Fit,121.8,40.35,True
RET-001897,ORD-035870,2024-09-09,Late Delivery,103.46,43.2,True
RET-001898,ORD-035878,2024-06-16,Wrong Size / Fit,134.84,47.29,True
RET-001899,ORD-035894,2024-07-10,Wrong Size / Fit,58.29,48.58,False
RET-001900,ORD-035971,2024-06-12,Item Defective,239.05,44.15,False
RET-001901,ORD-035979,2024-06-14,Wrong Size / Fit,945.16,40.62,True
RET-001902,ORD-035983,2024-09-16,Wrong Size / Fit,27.0,48.14,True
RET-001903,ORD-035994,2024-09-16,Late Delivery,173.87,39.28,True
RET-001904,ORD-036021,2024-07-19,Wrong Size / Fit,51.49,39.82,True
RET-001905,ORD-036035,2024-04-20,Wrong Size / Fit,364.2,47.01,True
RET-001906,ORD-036047,2024-09-22,Item Defective,128.62,37.14,True
RET-001907,ORD-036049,2024-06-28,Item Defective,91.69,37.74,True
RET-001908,ORD-036062,2024-04-23,Item Defective,586.15,47.07,True
RET-001909,ORD-036124,2024-09-18,Wrong Size / Fit,60.72,49.42,True
RET-001910,ORD-036136,2024-09-23,Wrong Size / Fit,29.46,50.32,True
RET-001911,ORD-036150,2024-10-05,Buyer Remorse,37.23,50.76,False
RET-001912,ORD-036172,2024-05-16,Wrong Size / Fit,187.49,46.23,True
RET-001913,ORD-036243,2024-06-20,Wrong Size / Fit,500.33,42.6,True
RET-001914,ORD-036271,2024-08-31,Late Delivery,15.03,42.36,True
RET-001915,ORD-036287,2024-06-25,Wrong Size / Fit,198.93,47.09,True
RET-001916,ORD-036292,2024-10-07,Item Defective,855.47,38.35,True
RET-001917,ORD-036303,2024-05-31,Late Delivery,100.12,35.47,True
RET-001918,ORD-036330,2024-09-06,Wrong Size / Fit,46.9,35.75,True
RET-001919,ORD-036367,2024-06-27,Item Defective,137.63,42.79,True
RET-001920,ORD-036368,2024-09-30,Late Delivery,264.81,50.1,True
RET-001921,ORD-036382,2024-06-16,Late Delivery,140.26,48.35,True
RET-001922,ORD-036387,2024-04-21,Wrong Size / Fit,71.59,36.67,False
RET-001923,ORD-036445,2024-07-07,Wrong Size / Fit,115.77,48.8,True
RET-001924,ORD-036452,2024-09-16,Wrong Size / Fit,198.87,47.73,True
RET-001925,ORD-036473,2024-08-28,Wrong Size / Fit,357.99,48.85,True
RET-001926,ORD-036520,2024-09-25,Late Delivery,77.21,41.3,True
RET-001927,ORD-036527,2024-05-14,Item Defective,135.19,37.65,True
RET-001928,ORD-036535,2024-08-02,Wrong Size / Fit,181.24,48.04,True
RET-001929,ORD-036538,2024-07-23,Wrong Size / Fit,54.47,45.81,True
RET-001930,ORD-036551,2024-07-06,Item Defective,27.73,44.87,True
RET-001931,ORD-036552,2024-07-16,Buyer Remorse,82.08,50.79,True
RET-001932,ORD-036577,2024-08-01,Late Delivery,77.03,44.26,True
RET-001933,ORD-036579,2024-05-02,Item Defective,142.95,44.56,True
RET-001934,ORD-036584,2024-09-26,Wrong Size / Fit,125.53,41.18,True
RET-001935,ORD-036618,2024-08-04,Buyer Remorse,99.72,46.61,True
RET-001936,ORD-036625,2024-05-29,Wrong Size / Fit,194.04,50.07,False
RET-001937,ORD-036628,2024-08-16,Item Defective,38.95,38.52,True
RET-001938,ORD-036651,2024-08-06,Item Defective,170.47,46.44,False
RET-001939,ORD-036664,2024-05-29,Wrong Size / Fit,150.28,49.73,True
RET-001940,ORD-036689,2024-05-14,Wrong Size / Fit,379.02,43.3,True
RET-001941,ORD-036726,2024-07-23,Wrong Size / Fit,71.04,35.97,True
RET-001942,ORD-036744,2024-06-29,Wrong Size / Fit,436.27,37.78,True
RET-001943,ORD-036745,2024-08-22,Item Defective,18.31,48.73,False
RET-001944,ORD-036779,2024-08-14,Item Defective,52.69,47.99,True
RET-001945,ORD-036780,2024-09-11,Late Delivery,68.07,37.18,True
RET-001946,ORD-036788,2024-06-15,Wrong Size / Fit,471.61,37.82,True
RET-001947,ORD-036790,2024-06-14,Late Delivery,529.6,35.83,True
RET-001948,ORD-036826,2024-06-25,Item Defective,79.52,43.16,True
RET-001949,ORD-036829,2024-09-22,Wrong Size / Fit,363.54,37.96,True
RET-001950,ORD-036856,2024-05-22,Item Defective,18.87,39.93,True
RET-001951,ORD-036885,2024-07-01,Item Defective,144.91,36.46,True
RET-001952,ORD-036886,2024-05-12,Item Defective,78.64,37.62,False
RET-001953,ORD-036951,2024-06-05,Wrong Size / Fit,497.23,48.86,True
RET-001954,ORD-036959,2024-07-25,Item Defective,214.8,42.18,True
RET-001955,ORD-036975,2024-06-25,Late Delivery,249.94,35.82,True
RET-001956,ORD-036982,2024-08-02,Item Defective,27.6,42.91,False
RET-001957,ORD-036991,2024-04-13,Late Delivery,302.37,42.45,True
RET-001958,ORD-037067,2024-09-10,Item Defective,180.94,49.91,True
RET-001959,ORD-037093,2024-05-27,Item Defective,63.25,48.82,True
RET-001960,ORD-037096,2024-04-16,Late Delivery,506.73,47.6,False
RET-001961,ORD-037120,2024-08-30,Wrong Size / Fit,90.92,45.66,True
RET-001962,ORD-037145,2024-09-17,Wrong Size / Fit,175.71,38.27,True
RET-001963,ORD-037151,2024-05-08,Item Defective,381.03,46.49,True
RET-001964,ORD-037153,2024-07-08,Wrong Size / Fit,26.49,50.87,False
RET-001965,ORD-037159,2024-06-18,Item Defective,108.38,38.4,True
RET-001966,ORD-037176,2024-05-25,Late Delivery,54.22,41.13,True
RET-001967,ORD-037210,2024-09-02,Late Delivery,112.99,47.17,True
RET-001968,ORD-037222,2024-04-23,Item Defective,166.0,49.26,True
RET-001969,ORD-037224,2024-08-29,Late Delivery,58.54,41.31,True
RET-001970,ORD-037240,2024-08-11,Wrong Size / Fit,120.11,51.2,True
RET-001971,ORD-037264,2024-07-16,Wrong Size / Fit,79.94,36.06,True
RET-001972,ORD-037269,2024-07-25,Late Delivery,45.42,48.1,False
RET-001973,ORD-037284,2024-08-09,Wrong Size / Fit,232.99,41.71,True
RET-001974,ORD-037334,2024-05-26,Late Delivery,15.8,35.77,True
RET-001975,ORD-037340,2024-06-11,Late Delivery,188.9,37.58,True
RET-001976,ORD-037383,2024-04-25,Wrong Size / Fit,185.54,46.54,False
RET-001977,ORD-037398,2024-08-04,Wrong Size / Fit,197.48,47.14,True
RET-001978,ORD-037426,2024-08-03,Buyer Remorse,162.26,41.26,True
RET-001979,ORD-037463,2024-09-17,Wrong Size / Fit,58.51,49.72,True
RET-001980,ORD-037476,2024-06-18,Late Delivery,1208.18,41.22,True
RET-001981,ORD-037477,2024-05-20,Item Defective,359.69,51.3,True
RET-001982,ORD-037495,2024-05-07,Wrong Size / Fit,384.84,50.01,True
RET-001983,ORD-037497,2024-04-19,Wrong Size / Fit,36.87,44.56,False
RET-001984,ORD-037505,2024-09-24,Wrong Size / Fit,106.05,49.12,True
RET-001985,ORD-037531,2024-05-03,Wrong Size / Fit,238.2,37.37,True
RET-001986,ORD-037567,2024-05-01,Wrong Size / Fit,294.58,43.51,True
RET-001987,ORD-037575,2024-06-28,Wrong Size / Fit,82.22,41.96,True
RET-001988,ORD-037621,2024-05-17,Late Delivery,36.8,45.97,True
RET-001989,ORD-037632,2024-04-13,Item Defective,164.4,43.8,True
RET-001990,ORD-037650,2024-06-09,Item Defective,653.05,41.67,True
RET-001991,ORD-037665,2024-06-16,Wrong Size / Fit,183.2,49.07,True
RET-001992,ORD-037701,2024-07-01,Item Defective,195.93,46.37,True
RET-001993,ORD-037711,2024-08-15,Late Delivery,25.84,35.62,True
RET-001994,ORD-037719,2024-07-25,Buyer Remorse,367.78,38.1,True
RET-001995,ORD-037721,2024-05-19,Wrong Size / Fit,280.73,44.88,True
RET-001996,ORD-037787,2024-04-11,Item Defective,59.1,40.05,True
RET-001997,ORD-037789,2024-09-10,Wrong Size / Fit,352.16,47.13,True
RET-001998,ORD-037801,2024-04-16,Late Delivery,145.48,36.46,True
RET-001999,ORD-037802,2024-10-02,Wrong Size / Fit,363.92,40.22,True
RET-002000,ORD-037823,2024-06-06,Buyer Remorse,26.96,48.53,True
RET-002001,ORD-037849,2024-09-12,Wrong Size / Fit,116.54,35.85,False
RET-002002,ORD-037852,2024-07-15,Wrong Size / Fit,38.98,39.63,True
RET-002003,ORD-037867,2024-04-20,Late Delivery,197.81,37.55,True
RET-002004,ORD-037872,2024-06-11,Buyer Remorse,27.0,51.39,False
RET-002005,ORD-037873,2024-05-12,Buyer Remorse,187.21,45.87,True
RET-002006,ORD-037876,2024-05-03,Item Defective,37.47,42.2,True
RET-002007,ORD-037895,2024-04-14,Wrong Size / Fit,134.01,47.97,True
RET-002008,ORD-037915,2024-05-25,Item Defective,30.92,37.88,True
RET-002009,ORD-037918,2024-08-07,Wrong Size / Fit,179.35,38.23,True
RET-002010,ORD-037933,2024-08-29,Buyer Remorse,27.17,47.36,True
RET-002011,ORD-037936,2024-09-07,Item Defective,351.94,51.57,True
RET-002012,ORD-037952,2024-09-02,Item Defective,172.64,47.92,True
RET-002013,ORD-037962,2024-10-01,Item Defective,175.36,51.77,True
RET-002014,ORD-037988,2024-06-30,Wrong Size / Fit,81.55,39.64,True
RET-002015,ORD-037993,2024-09-12,Wrong Size / Fit,307.85,44.45,True
RET-002016,ORD-038017,2024-06-23,Wrong Size / Fit,306.4,41.49,True
RET-002017,ORD-038027,2024-09-05,Late Delivery,93.54,35.72,True
RET-002018,ORD-038048,2024-05-20,Late Delivery,223.99,49.39,True
RET-002019,ORD-038053,2024-06-25,Buyer Remorse,538.45,36.24,True
RET-002020,ORD-038063,2024-08-09,Late Delivery,14.83,35.74,True
RET-002021,ORD-038067,2024-06-05,Buyer Remorse,138.38,46.92,True
RET-002022,ORD-038088,2024-05-07,Wrong Size / Fit,1064.44,44.28,True
RET-002023,ORD-038129,2024-06-12,Item Defective,30.96,45.69,False
RET-002024,ORD-038158,2024-07-12,Wrong Size / Fit,150.03,36.28,True
RET-002025,ORD-038159,2024-05-18,Item Defective,121.71,49.41,True
RET-002026,ORD-038193,2024-07-13,Item Defective,44.7,47.71,True
RET-002027,ORD-038252,2024-06-19,Item Defective,18.95,45.0,False
RET-002028,ORD-038312,2024-04-21,Buyer Remorse,137.96,38.35,True
RET-002029,ORD-038331,2024-04-29,Buyer Remorse,663.14,48.2,True
RET-002030,ORD-038347,2024-08-23,Late Delivery,84.06,43.94,True
RET-002031,ORD-038373,2024-09-10,Late Delivery,334.4,38.62,True
RET-002032,ORD-038399,2024-06-30,Wrong Size / Fit,54.99,39.12,False
RET-002033,ORD-038401,2024-06-03,Late Delivery,279.89,45.81,True
RET-002034,ORD-038408,2024-05-28,Buyer Remorse,97.78,44.68,True
RET-002035,ORD-038409,2024-06-24,Buyer Remorse,284.33,39.52,True
RET-002036,ORD-038422,2024-07-15,Late Delivery,448.15,35.59,False
RET-002037,ORD-038430,2024-07-24,Wrong Size / Fit,427.36,48.86,True
RET-002038,ORD-038431,2024-04-06,Late Delivery,271.33,49.11,True
RET-002039,ORD-038434,2024-10-02,Item Defective,71.86,47.15,True
RET-002040,ORD-038449,2024-05-07,Item Defective,63.18,36.05,True
RET-002041,ORD-038486,2024-05-06,Wrong Size / Fit,390.19,45.21,True
RET-002042,ORD-038519,2024-06-18,Item Defective,378.64,36.98,False
RET-002043,ORD-038532,2024-08-27,Wrong Size / Fit,264.52,47.11,True
RET-002044,ORD-038578,2024-09-10,Late Delivery,310.58,48.85,True
RET-002045,ORD-038588,2024-07-17,Wrong Size / Fit,338.61,51.73,True
RET-002046,ORD-038597,2024-05-03,Item Defective,54.86,46.71,True
RET-002047,ORD-038634,2024-09-05,Wrong Size / Fit,27.04,49.54,True
RET-002048,ORD-038648,2024-05-18,Item Defective,31.66,51.31,True
RET-002049,ORD-038695,2024-04-07,Wrong Size / Fit,19.02,45.26,True
RET-002050,ORD-038735,2024-07-17,Wrong Size / Fit,531.93,51.43,True
RET-002051,ORD-038753,2024-08-09,Item Defective,80.56,50.27,True
RET-002052,ORD-038763,2024-05-05,Item Defective,86.83,36.01,True
RET-002053,ORD-038806,2024-08-25,Item Defective,268.18,48.56,True
RET-002054,ORD-038816,2024-07-03,Late Delivery,875.52,46.7,False
RET-002055,ORD-038822,2024-09-22,Wrong Size / Fit,59.02,42.2,True
RET-002056,ORD-038849,2024-06-20,Buyer Remorse,76.22,41.06,True
RET-002057,ORD-038856,2024-08-08,Late Delivery,79.51,50.8,True
RET-002058,ORD-038889,2024-07-31,Wrong Size / Fit,232.1,44.92,False
RET-002059,ORD-038894,2024-08-19,Wrong Size / Fit,874.18,44.23,True
RET-002060,ORD-038999,2024-07-29,Late Delivery,187.77,51.91,True
RET-002061,ORD-039008,2024-05-30,Late Delivery,82.73,45.66,True
RET-002062,ORD-039020,2024-07-21,Late Delivery,37.41,40.93,True
RET-002063,ORD-039033,2024-05-07,Item Defective,170.14,44.87,True
RET-002064,ORD-039052,2024-07-19,Item Defective,35.9,40.83,True
RET-002065,ORD-039055,2024-06-01,Wrong Size / Fit,186.32,43.3,True
RET-002066,ORD-039074,2024-06-15,Wrong Size / Fit,216.34,35.51,True
RET-002067,ORD-039119,2024-05-14,Late Delivery,54.52,37.59,True
RET-002068,ORD-039145,2024-06-03,Wrong Size / Fit,336.3,41.14,True
RET-002069,ORD-039191,2024-07-24,Wrong Size / Fit,79.16,40.31,False
RET-002070,ORD-039193,2024-05-08,Late Delivery,1002.6,47.19,True
RET-002071,ORD-039197,2024-05-10,Wrong Size / Fit,142.16,46.59,False
RET-002072,ORD-039210,2024-08-11,Buyer Remorse,900.0,48.74,True
RET-002073,ORD-039215,2024-04-18,Wrong Size / Fit,257.43,38.71,True
RET-002074,ORD-039233,2024-05-08,Wrong Size / Fit,476.77,49.74,True
RET-002075,ORD-039237,2024-06-18,Wrong Size / Fit,558.52,47.98,True
RET-002076,ORD-039241,2024-08-28,Buyer Remorse,187.01,37.08,True
RET-002077,ORD-039245,2024-04-20,Buyer Remorse,19.08,46.73,False
RET-002078,ORD-039252,2024-08-24,Item Defective,90.44,44.73,True
RET-002079,ORD-039262,2024-04-12,Item Defective,402.43,42.67,True
RET-002080,ORD-039293,2024-06-06,Wrong Size / Fit,545.54,36.5,True
RET-002081,ORD-039295,2024-06-24,Item Defective,59.98,46.21,True
RET-002082,ORD-039312,2024-08-23,Buyer Remorse,62.41,48.34,False
RET-002083,ORD-039313,2024-09-26,Late Delivery,347.29,51.12,True
RET-002084,ORD-039331,2024-06-08,Item Defective,169.24,44.23,True
RET-002085,ORD-039333,2024-07-18,Buyer Remorse,426.19,50.81,True
RET-002086,ORD-039337,2024-05-01,Late Delivery,261.82,38.84,True
RET-002087,ORD-039339,2024-09-29,Late Delivery,58.95,42.85,True
RET-002088,ORD-039363,2024-05-13,Wrong Size / Fit,517.67,47.93,True
RET-002089,ORD-039371,2024-06-08,Item Defective,188.95,50.37,True
RET-002090,ORD-039377,2024-08-08,Wrong Size / Fit,418.65,36.37,False
RET-002091,ORD-039428,2024-08-27,Wrong Size / Fit,881.99,45.91,True
RET-002092,ORD-039472,2024-07-27,Wrong Size / Fit,18.45,41.59,True
RET-002093,ORD-039483,2024-07-13,Late Delivery,104.95,46.42,True
RET-002094,ORD-039513,2024-06-13,Item Defective,310.48,36.44,True
RET-002095,ORD-039538,2024-06-07,Item Defective,441.31,38.1,True
RET-002096,ORD-039542,2024-07-25,Item Defective,27.61,50.38,True
RET-002097,ORD-039592,2024-07-20,Item Defective,584.4,39.0,True
RET-002098,ORD-039603,2024-07-06,Late Delivery,967.33,38.61,True
RET-002099,ORD-039648,2024-09-17,Late Delivery,215.88,39.35,True
RET-002100,ORD-039660,2024-09-24,Item Defective,55.31,41.89,True
RET-002101,ORD-039686,2024-07-12,Wrong Size / Fit,177.09,48.91,True
RET-002102,ORD-039689,2024-09-26,Buyer Remorse,77.13,42.41,True
RET-002103,ORD-039696,2024-06-06,Late Delivery,62.68,35.78,True
RET-002104,ORD-039708,2024-05-06,Late Delivery,134.94,38.26,False
RET-002105,ORD-039725,2024-09-08,Wrong Size / Fit,35.32,40.08,True
RET-002106,ORD-039807,2024-06-16,Item Defective,135.51,47.79,True
RET-002107,ORD-039817,2024-06-13,Late Delivery,958.93,37.26,False
RET-002108,ORD-039834,2024-09-13,Late Delivery,87.32,40.62,True
RET-002109,ORD-039844,2024-09-18,Late Delivery,71.76,50.1,True
RET-002110,ORD-039905,2024-07-24,Wrong Size / Fit,79.47,40.64,True
RET-002111,ORD-039920,2024-07-02,Item Defective,61.19,49.89,True
RET-002112,ORD-039934,2024-04-21,Wrong Size / Fit,94.19,50.93,True
RET-002113,ORD-039963,2024-04-11,Item Defective,362.62,46.08,True
RET-002114,ORD-039974,2024-08-30,Late Delivery,56.63,41.04,True
RET-002115,ORD-039978,2024-04-27,Wrong Size / Fit,383.74,41.52,True
RET-002116,ORD-039990,2024-09-25,Wrong Size / Fit,136.56,38.89,True
RET-002117,ORD-040000,2024-04-30,Item Defective,514.7,42.36,True
