order_id,customer_id,order_date,order_status,payment_method,shipping_partner,gross_amount,discount_amount,net_amount,delivery_fee,delivery_cost
ORD-009998,CUST-009676,2024-04-23,Delivered,Credit Card,FastLogistics,398.0,13.18,384.82,0.0,74.13
ORD-009999,CUST-014700,2024-07-31,Delivered,UPI,ExpressCargo,146.6,5.89,140.71,0.0,76.63
ORD-010000,CUST-001645,2024-07-10,Delivered,Credit Card,BlueDart,32.0,2.42,29.58,5.0,90.1
ORD-010001,CUST-007309,2024-08-10,Returned,Net Banking,ExpressCargo,106.26,8.05,98.21,0.0,75.68
ORD-010002,CUST-012576,2024-06-06,Delivered,Credit Card,FastLogistics,549.0,16.64,532.36,0.0,72.61
ORD-010003,CUST-008005,2024-08-09,Delivered,UPI,FastLogistics,76.0,5.7,70.3,5.0,86.91
ORD-010004,CUST-010585,2024-04-09,Delivered,COD,FastLogistics,91.0,0.91,90.09,0.0,73.17
ORD-010005,CUST-008394,2024-07-30,Delivered,Credit Card,ExpressCargo,364.0,26.49,337.51,0.0,73.91
ORD-010006,CUST-003039,2024-08-16,Delivered,Net Banking,BlueDart,32.0,1.56,30.44,5.0,89.91
ORD-010007,CUST-000644,2024-08-12,Delivered,Credit Card,BlueDart,307.06,21.36,285.7,0.0,91.22
ORD-010008,CUST-001710,2024-08-13,Delivered,UPI,FastLogistics,280.0,23.39,256.61,0.0,86.11
ORD-010009,CUST-012456,2024-09-23,Delivered,UPI,ExpressCargo,210.6,14.1,196.5,0.0,73.87
ORD-010010,CUST-004738,2024-08-20,Delivered,COD,BlueDart,32.0,2.57,29.43,5.0,89.23
ORD-010011,CUST-008417,2024-09-06,Delivered,Net Banking,BlueDart,81.3,5.28,76.02,5.0,91.85
ORD-010012,CUST-007768,2024-06-10,Delivered,Credit Card,BlueDart,140.0,2.58,137.42,0.0,90.72
ORD-010013,CUST-013549,2024-05-19,Delivered,UPI,ExpressCargo,56.0,0.82,55.18,5.0,65.34
ORD-010014,CUST-008228,2024-07-29,Delivered,UPI,ExpressCargo,32.0,2.05,29.95,5.0,74.26
ORD-010015,CUST-008886,2024-06-23,Delivered,UPI,ExpressCargo,331.0,11.13,319.87,0.0,66.02
ORD-010016,CUST-011590,2024-07-18,Delivered,UPI,FastLogistics,49.0,3.96,45.04,5.0,82.38
ORD-010017,CUST-010513,2024-09-20,Delivered,Credit Card,BlueDart,29.0,2.49,26.51,5.0,92.8
ORD-010018,CUST-014435,2024-04-16,Delivered,COD,FastLogistics,1400.0,21.59,1378.41,0.0,73.52
ORD-010019,CUST-011558,2024-08-17,Delivered,UPI,FastLogistics,32.0,1.6,30.4,5.0,84.49
ORD-010020,CUST-009052,2024-06-01,Delivered,UPI,FastLogistics,150.0,5.83,144.17,0.0,74.07
ORD-010021,CUST-008197,2024-09-27,Delivered,UPI,FastLogistics,1008.62,47.09,961.53,0.0,86.7
ORD-010022,CUST-001802,2024-06-13,Delivered,Net Banking,ExpressCargo,108.0,2.71,105.29,0.0,67.86
ORD-010023,CUST-008681,2024-06-18,Delivered,Credit Card,BlueDart,140.0,3.91,136.09,0.0,86.99
ORD-010024,CUST-001774,2024-04-22,Delivered,Net Banking,FastLogistics,568.0,17.83,550.17,0.0,70.38
ORD-010025,CUST-012939,2024-05-23,Delivered,UPI,ExpressCargo,415.0,10.84,404.16,0.0,66.04
ORD-010026,CUST-007750,2024-06-07,Delivered,Credit Card,FastLogistics,154.0,4.43,149.57,0.0,70.48
ORD-010027,CUST-004690,2024-06-10,Delivered,Credit Card,FastLogistics,403.0,13.71,389.29,0.0,72.69
ORD-010028,CUST-005304,2024-08-21,Delivered,COD,FastLogistics,64.0,3.75,60.25,5.0,87.11
ORD-010029,CUST-003405,2024-04-09,Delivered,Credit Card,FastLogistics,158.0,3.61,154.39,0.0,74.34
ORD-010030,CUST-004515,2024-09-13,Delivered,UPI,FastLogistics,263.6,14.48,249.12,0.0,83.57
ORD-010031,CUST-010399,2024-06-19,Delivered,UPI,BlueDart,684.0,11.45,672.55,0.0,90.52
ORD-010032,CUST-011717,2024-05-20,Delivered,COD,ExpressCargo,64.0,1.47,62.53,5.0,69.46
ORD-010033,CUST-003124,2024-04-09,Delivered,COD,ExpressCargo,292.0,8.12,283.88,0.0,67.44
ORD-010034,CUST-009094,2024-04-12,Delivered,Net Banking,ExpressCargo,1068.0,35.6,1032.4,0.0,65.94
ORD-010035,CUST-000800,2024-06-06,Returned,UPI,FastLogistics,170.0,3.7,166.3,0.0,73.64
ORD-010036,CUST-009800,2024-07-13,Delivered,Net Banking,BlueDart,374.12,24.65,349.47,0.0,89.59
ORD-010037,CUST-010590,2024-09-02,Delivered,UPI,BlueDart,349.6,26.22,323.38,0.0,93.13
ORD-010038,CUST-000685,2024-08-13,Returned,Credit Card,BlueDart,357.52,24.3,333.22,0.0,91.58
ORD-010039,CUST-007835,2024-04-12,Delivered,Credit Card,FastLogistics,214.0,5.35,208.65,0.0,72.39
ORD-010040,CUST-003892,2024-07-19,Delivered,Credit Card,FastLogistics,122.6,10.59,112.01,0.0,82.77
ORD-010041,CUST-003176,2024-08-18,Delivered,Net Banking,FastLogistics,124.0,6.12,117.88,0.0,87.54
ORD-010042,CUST-005057,2024-04-17,Delivered,Credit Card,FastLogistics,195.0,6.17,188.83,0.0,73.49
ORD-010043,CUST-009405,2024-04-24,Delivered,Net Banking,FastLogistics,66.0,1.55,64.45,5.0,69.89
ORD-010044,CUST-001014,2024-09-03,Delivered,UPI,BlueDart,515.66,45.37,470.29,0.0,90.52
ORD-010045,CUST-004116,2024-06-14,Delivered,UPI,FastLogistics,169.0,2.27,166.73,0.0,72.41
ORD-010046,CUST-014476,2024-05-03,Delivered,Credit Card,BlueDart,134.0,3.81,130.19,0.0,90.23
ORD-010047,CUST-007772,2024-04-02,Delivered,Net Banking,ExpressCargo,1194.0,30.97,1163.03,0.0,66.42
ORD-010048,CUST-010915,2024-08-05,Delivered,COD,ExpressCargo,190.0,10.84,179.16,0.0,74.18
ORD-010049,CUST-013405,2024-08-30,Delivered,Credit Card,FastLogistics,975.32,73.08,902.24,0.0,82.03
ORD-010050,CUST-006609,2024-07-12,Delivered,Credit Card,BlueDart,524.66,43.89,480.77,0.0,92.52
ORD-010051,CUST-014631,2024-08-01,Delivered,Net Banking,ExpressCargo,89.3,4.34,84.96,0.0,76.87
ORD-010052,CUST-011252,2024-07-18,Delivered,Net Banking,FastLogistics,32.0,2.83,29.17,5.0,84.36
ORD-010053,CUST-006442,2024-04-12,Delivered,COD,FastLogistics,448.0,11.7,436.3,0.0,70.85
ORD-010054,CUST-000717,2024-06-25,Delivered,Credit Card,BlueDart,98.0,3.63,94.37,0.0,90.79
ORD-010055,CUST-009695,2024-05-26,Delivered,Credit Card,BlueDart,28.0,0.84,27.16,5.0,90.78
ORD-010056,CUST-012404,2024-04-17,Delivered,Net Banking,FastLogistics,123.0,2.24,120.76,0.0,72.58
ORD-010057,CUST-014998,2024-06-10,Delivered,Credit Card,BlueDart,140.0,2.09,137.91,0.0,88.58
ORD-010058,CUST-013816,2024-08-03,Delivered,UPI,BlueDart,224.0,10.27,213.73,0.0,90.23
ORD-010059,CUST-012802,2024-07-24,Delivered,UPI,ExpressCargo,137.0,12.08,124.92,0.0,75.67
ORD-010060,CUST-001327,2024-06-27,Delivered,UPI,FastLogistics,62.0,2.42,59.58,5.0,70.21
ORD-010061,CUST-002464,2024-04-13,Delivered,UPI,BlueDart,517.0,17.86,499.14,0.0,90.73
ORD-010062,CUST-007435,2024-09-26,Delivered,Credit Card,FastLogistics,16.0,0.94,15.06,5.0,83.51
ORD-010063,CUST-013330,2024-04-20,Delivered,UPI,ExpressCargo,327.0,4.27,322.73,0.0,69.06
ORD-010064,CUST-008059,2024-05-25,Delivered,COD,FastLogistics,190.0,3.92,186.08,0.0,73.82
ORD-010065,CUST-008374,2024-09-30,Delivered,Net Banking,BlueDart,76.0,6.82,69.18,5.0,92.01
ORD-010066,CUST-007141,2024-05-22,Delivered,Net Banking,ExpressCargo,275.0,3.17,271.83,0.0,68.52
ORD-010067,CUST-008064,2024-04-19,Delivered,Net Banking,FastLogistics,502.0,6.49,495.51,0.0,75.29
ORD-010068,CUST-000347,2024-05-12,Delivered,UPI,ExpressCargo,351.0,11.93,339.07,0.0,68.23
ORD-010069,CUST-003685,2024-04-28,Delivered,UPI,FastLogistics,140.0,3.32,136.68,0.0,70.19
ORD-010070,CUST-008323,2024-06-23,Delivered,Credit Card,ExpressCargo,158.0,5.2,152.8,0.0,68.0
ORD-010071,CUST-004187,2024-09-27,Delivered,Credit Card,FastLogistics,148.52,9.52,139.0,0.0,84.62
ORD-010072,CUST-000597,2024-04-18,Delivered,UPI,BlueDart,303.0,7.54,295.46,0.0,89.74
ORD-010073,CUST-002130,2024-04-30,Delivered,Credit Card,FastLogistics,398.0,14.99,383.01,0.0,70.06
ORD-010074,CUST-011687,2024-07-23,Delivered,Net Banking,FastLogistics,19.5,1.65,17.85,5.0,82.47
ORD-010075,CUST-011626,2024-04-05,Delivered,Credit Card,FastLogistics,28.0,0.71,27.29,5.0,70.53
ORD-010076,CUST-010716,2024-09-25,Delivered,COD,BlueDart,38.0,1.61,36.39,5.0,91.08
ORD-010077,CUST-006415,2024-07-02,Delivered,Credit Card,BlueDart,263.06,19.45,243.61,0.0,91.61
ORD-010078,CUST-012264,2024-07-07,Delivered,Net Banking,ExpressCargo,32.0,1.87,30.13,5.0,76.89
ORD-010079,CUST-011436,2024-06-29,Delivered,Net Banking,FastLogistics,329.0,6.6,322.4,0.0,70.53
ORD-010080,CUST-012925,2024-04-29,Delivered,Credit Card,FastLogistics,65.0,0.91,64.09,5.0,72.62
ORD-010081,CUST-007056,2024-06-15,Delivered,Net Banking,FastLogistics,270.0,7.71,262.29,0.0,71.94
ORD-010082,CUST-003594,2024-08-14,Returned,UPI,FastLogistics,140.0,6.1,133.9,0.0,82.23
ORD-010083,CUST-007342,2024-05-11,Delivered,UPI,FastLogistics,348.0,11.42,336.58,0.0,70.73
ORD-010084,CUST-013381,2024-06-01,Delivered,UPI,FastLogistics,196.0,7.59,188.41,0.0,73.54
ORD-010085,CUST-003417,2024-07-20,Delivered,UPI,FastLogistics,140.0,12.48,127.52,0.0,86.3
ORD-010086,CUST-008632,2024-08-02,Delivered,Credit Card,BlueDart,186.0,9.53,176.47,0.0,91.02
ORD-010087,CUST-013959,2024-09-22,Delivered,Credit Card,FastLogistics,42.3,3.41,38.89,5.0,83.22
ORD-010088,CUST-000762,2024-04-09,Delivered,UPI,BlueDart,768.0,13.15,754.85,0.0,89.41
ORD-010089,CUST-006276,2024-09-14,Delivered,Credit Card,FastLogistics,61.0,2.67,58.33,5.0,86.64
ORD-010090,CUST-013820,2024-07-18,Delivered,Credit Card,ExpressCargo,84.0,6.16,77.84,5.0,75.54
ORD-010091,CUST-001030,2024-07-25,Delivered,Credit Card,ExpressCargo,98.0,7.23,90.77,0.0,73.99
ORD-010092,CUST-008920,2024-09-28,Delivered,COD,FastLogistics,29.0,2.4,26.6,5.0,85.4
ORD-010093,CUST-006568,2024-09-20,Delivered,Net Banking,ExpressCargo,64.0,4.99,59.01,5.0,74.57
ORD-010094,CUST-010739,2024-08-01,Delivered,Credit Card,BlueDart,1008.62,76.07,932.55,0.0,91.3
ORD-010095,CUST-007773,2024-07-13,Delivered,UPI,BlueDart,19.5,1.08,18.42,5.0,92.92
ORD-010096,CUST-004356,2024-04-14,Delivered,Credit Card,FastLogistics,337.0,11.26,325.74,0.0,69.56
ORD-010097,CUST-004751,2024-04-16,Delivered,Credit Card,FastLogistics,298.0,10.36,287.64,0.0,75.25
ORD-010098,CUST-014060,2024-05-13,Delivered,Credit Card,FastLogistics,19.5,0.74,18.76,5.0,71.62
ORD-010099,CUST-006910,2024-09-24,Delivered,Credit Card,FastLogistics,56.0,2.95,53.05,5.0,82.5
ORD-010100,CUST-012472,2024-05-23,Delivered,COD,FastLogistics,360.0,9.19,350.81,0.0,70.07
ORD-010101,CUST-009566,2024-09-04,Returned,UPI,FastLogistics,19.5,1.02,18.48,5.0,84.48
ORD-010102,CUST-012000,2024-07-23,Delivered,Credit Card,FastLogistics,280.0,13.7,266.3,0.0,83.0
ORD-010103,CUST-011937,2024-09-25,Delivered,Credit Card,BlueDart,95.5,5.35,90.15,0.0,92.14
ORD-010104,CUST-013637,2024-06-09,Delivered,Credit Card,ExpressCargo,113.0,2.83,110.17,0.0,68.45
ORD-010105,CUST-004234,2024-09-04,Delivered,COD,ExpressCargo,234.52,16.6,217.92,0.0,74.52
ORD-010106,CUST-009775,2024-06-22,Delivered,UPI,ExpressCargo,19.5,0.56,18.94,5.0,70.94
ORD-010107,CUST-004793,2024-07-27,Delivered,UPI,ExpressCargo,222.0,19.79,202.21,0.0,74.15
ORD-010108,CUST-000572,2024-07-01,Delivered,Credit Card,FastLogistics,224.0,9.76,214.24,0.0,84.63
ORD-010109,CUST-010591,2024-08-14,Delivered,COD,ExpressCargo,98.0,4.05,93.95,0.0,75.89
ORD-010110,CUST-013105,2024-09-06,Delivered,Credit Card,ExpressCargo,588.66,51.97,536.69,0.0,76.25
ORD-010111,CUST-014316,2024-08-27,Delivered,UPI,ExpressCargo,32.0,1.34,30.66,5.0,75.97
ORD-010112,CUST-010782,2024-08-09,Delivered,Credit Card,FastLogistics,411.6,33.96,377.64,0.0,82.65
ORD-010113,CUST-002831,2024-07-19,Delivered,UPI,ExpressCargo,130.0,9.58,120.42,0.0,75.76
ORD-010114,CUST-000808,2024-09-19,Delivered,UPI,BlueDart,74.26,3.0,71.26,5.0,92.76
ORD-010115,CUST-014545,2024-05-05,Delivered,UPI,FastLogistics,45.0,0.48,44.52,5.0,71.97
ORD-010116,CUST-007436,2024-08-15,Delivered,UPI,BlueDart,65.0,4.68,60.32,5.0,89.81
ORD-010117,CUST-004033,2024-06-05,Delivered,UPI,BlueDart,133.0,2.04,130.96,0.0,85.06
ORD-010118,CUST-011602,2024-05-30,Delivered,UPI,FastLogistics,1294.0,25.99,1268.01,0.0,75.3
ORD-010119,CUST-013778,2024-06-20,Delivered,Net Banking,FastLogistics,140.0,1.44,138.56,0.0,70.06
ORD-010120,CUST-000184,2024-08-10,Delivered,Credit Card,ExpressCargo,459.66,19.71,439.95,0.0,75.68
ORD-010121,CUST-013627,2024-05-14,Delivered,COD,ExpressCargo,42.0,1.61,40.39,5.0,66.78
ORD-010122,CUST-003084,2024-07-21,Delivered,UPI,ExpressCargo,85.0,5.03,79.97,5.0,76.33
ORD-010123,CUST-009538,2024-05-10,Delivered,UPI,FastLogistics,199.0,3.54,195.46,0.0,69.58
ORD-010124,CUST-005825,2024-09-02,Delivered,UPI,ExpressCargo,280.0,13.75,266.25,0.0,74.34
ORD-010125,CUST-004521,2024-08-09,Delivered,Credit Card,FastLogistics,317.06,25.49,291.57,0.0,84.41
ORD-010126,CUST-007638,2024-08-09,Delivered,Credit Card,ExpressCargo,390.0,31.97,358.03,0.0,77.08
ORD-010127,CUST-005189,2024-05-02,Delivered,UPI,BlueDart,170.0,4.58,165.42,0.0,87.8
ORD-010128,CUST-008003,2024-04-14,Delivered,Credit Card,FastLogistics,156.0,5.9,150.1,0.0,72.25
ORD-010129,CUST-013766,2024-09-01,Delivered,Credit Card,FastLogistics,459.66,26.25,433.41,0.0,84.26
ORD-010130,CUST-004991,2024-07-05,Delivered,Credit Card,FastLogistics,390.12,24.78,365.34,0.0,84.09
ORD-010131,CUST-009686,2024-04-05,Delivered,UPI,FastLogistics,280.0,8.6,271.4,0.0,73.75
ORD-010132,CUST-011446,2024-04-08,Delivered,UPI,FastLogistics,170.0,1.7,168.3,0.0,75.05
ORD-010133,CUST-005907,2024-08-21,Delivered,Credit Card,ExpressCargo,187.06,11.62,175.44,0.0,74.32
ORD-010134,CUST-008857,2024-06-13,Delivered,COD,FastLogistics,209.5,2.35,207.15,0.0,74.37
ORD-010135,CUST-005534,2024-05-28,Delivered,Credit Card,ExpressCargo,1219.0,24.93,1194.07,0.0,67.92
ORD-010136,CUST-001943,2024-08-04,Returned,Credit Card,FastLogistics,58.0,5.02,52.98,5.0,84.5
ORD-010137,CUST-003464,2024-04-14,Delivered,Credit Card,BlueDart,62.0,2.08,59.92,5.0,87.73
ORD-010138,CUST-010619,2024-07-20,Delivered,Net Banking,ExpressCargo,65.0,4.24,60.76,5.0,76.32
ORD-010139,CUST-005678,2024-08-19,Delivered,UPI,FastLogistics,91.0,6.34,84.66,0.0,87.32
ORD-010140,CUST-014011,2024-09-01,Delivered,UPI,BlueDart,103.0,7.17,95.83,0.0,92.48
ORD-010141,CUST-000354,2024-09-26,Delivered,Credit Card,BlueDart,251.06,20.34,230.72,0.0,91.16
ORD-010142,CUST-012846,2024-06-18,Delivered,Net Banking,FastLogistics,977.0,18.46,958.54,0.0,70.39
ORD-010143,CUST-011931,2024-08-16,Delivered,UPI,FastLogistics,158.26,13.26,145.0,0.0,87.26
ORD-010144,CUST-013300,2024-05-24,Delivered,Credit Card,FastLogistics,489.0,6.6,482.4,0.0,75.18
ORD-010145,CUST-002544,2024-06-23,Delivered,Net Banking,ExpressCargo,65.0,1.33,63.67,5.0,67.72
ORD-010146,CUST-004239,2024-05-03,Delivered,Net Banking,BlueDart,197.0,5.61,191.39,0.0,85.01
ORD-010147,CUST-001129,2024-09-10,Delivered,UPI,BlueDart,65.0,4.32,60.68,5.0,91.19
ORD-010148,CUST-012677,2024-09-22,Delivered,UPI,FastLogistics,101.0,7.64,93.36,0.0,82.3
ORD-010149,CUST-013676,2024-08-09,Delivered,UPI,FastLogistics,374.12,25.9,348.22,0.0,86.89
ORD-010150,CUST-012223,2024-09-23,Delivered,UPI,FastLogistics,64.0,3.48,60.52,5.0,83.58
ORD-010151,CUST-014010,2024-05-16,Delivered,UPI,FastLogistics,195.0,4.69,190.31,0.0,71.84
ORD-010152,CUST-010583,2024-05-31,Returned,Net Banking,BlueDart,160.0,1.72,158.28,0.0,89.28
ORD-010153,CUST-009348,2024-09-13,Delivered,UPI,FastLogistics,261.3,21.81,239.49,0.0,85.78
ORD-010154,CUST-010349,2024-05-17,Delivered,Credit Card,FastLogistics,56.0,0.79,55.21,5.0,74.74
ORD-010155,CUST-007232,2024-08-03,Delivered,UPI,FastLogistics,64.0,3.63,60.37,5.0,86.82
ORD-010156,CUST-006833,2024-09-11,Delivered,Net Banking,BlueDart,534.0,38.35,495.65,0.0,90.83
ORD-010157,CUST-000921,2024-08-06,Delivered,Net Banking,FastLogistics,32.0,2.17,29.83,5.0,87.42
ORD-010158,CUST-012752,2024-04-26,Delivered,UPI,ExpressCargo,79.0,2.48,76.52,5.0,67.06
ORD-010159,CUST-003828,2024-07-03,Delivered,Net Banking,FastLogistics,85.0,3.76,81.24,0.0,84.22
ORD-010160,CUST-001151,2024-09-14,Delivered,Credit Card,FastLogistics,472.12,26.56,445.56,0.0,83.67
ORD-010161,CUST-008532,2024-05-20,Delivered,Credit Card,BlueDart,74.0,1.87,72.13,5.0,90.53
ORD-010162,CUST-001920,2024-07-31,Delivered,Credit Card,FastLogistics,29.0,2.46,26.54,5.0,83.8
ORD-010163,CUST-013807,2024-04-15,Delivered,UPI,BlueDart,232.0,6.93,225.07,0.0,85.62
ORD-010164,CUST-001790,2024-05-24,Returned,COD,BlueDart,218.0,4.72,213.28,0.0,86.11
ORD-010165,CUST-009292,2024-09-18,Delivered,UPI,ExpressCargo,49.0,2.36,46.64,5.0,73.56
ORD-010166,CUST-005767,2024-04-28,Delivered,UPI,FastLogistics,629.0,15.28,613.72,0.0,75.29
ORD-010167,CUST-009547,2024-09-04,Delivered,Credit Card,ExpressCargo,374.12,21.82,352.3,0.0,77.12
ORD-010168,CUST-009974,2024-04-29,Delivered,UPI,ExpressCargo,489.0,14.56,474.44,0.0,68.08
ORD-010169,CUST-012798,2024-09-18,Delivered,Credit Card,ExpressCargo,38.0,3.27,34.73,5.0,76.94
ORD-010170,CUST-014905,2024-07-30,Delivered,Net Banking,FastLogistics,390.0,22.3,367.7,0.0,86.27
ORD-010171,CUST-009126,2024-04-07,Delivered,COD,FastLogistics,79.0,2.27,76.73,5.0,69.46
ORD-010172,CUST-012322,2024-07-13,Delivered,UPI,ExpressCargo,28.0,1.91,26.09,5.0,75.62
ORD-010173,CUST-000904,2024-07-21,Delivered,Credit Card,BlueDart,84.0,7.22,76.78,5.0,91.58
ORD-010174,CUST-000609,2024-06-26,Delivered,Credit Card,ExpressCargo,455.0,12.65,442.35,0.0,67.39
ORD-010175,CUST-010476,2024-05-16,Delivered,COD,FastLogistics,224.0,4.51,219.49,0.0,74.45
ORD-010176,CUST-013986,2024-06-24,Delivered,Credit Card,FastLogistics,95.0,1.87,93.13,0.0,74.27
ORD-010177,CUST-007378,2024-09-07,Delivered,UPI,ExpressCargo,28.0,1.82,26.18,5.0,75.7
ORD-010178,CUST-002345,2024-09-28,Delivered,UPI,ExpressCargo,65.0,3.67,61.33,5.0,73.71
ORD-010179,CUST-000716,2024-06-03,Delivered,UPI,ExpressCargo,19.5,0.72,18.78,5.0,67.83
ORD-010180,CUST-010630,2024-04-24,Delivered,UPI,ExpressCargo,534.0,17.33,516.67,0.0,70.81
ORD-010181,CUST-010234,2024-08-22,Delivered,Credit Card,ExpressCargo,212.52,18.57,193.95,0.0,76.95
ORD-010182,CUST-005319,2024-08-17,Delivered,UPI,FastLogistics,74.26,5.67,68.59,5.0,84.44
ORD-010183,CUST-008905,2024-05-11,Delivered,UPI,FastLogistics,84.0,2.0,82.0,0.0,73.79
ORD-010184,CUST-005039,2024-06-27,Delivered,UPI,FastLogistics,190.0,6.72,183.28,0.0,70.22
ORD-010185,CUST-006001,2024-04-23,Delivered,UPI,ExpressCargo,196.0,2.46,193.54,0.0,66.12
ORD-010186,CUST-007928,2024-08-02,Delivered,Credit Card,ExpressCargo,475.0,33.21,441.79,0.0,74.13
ORD-010187,CUST-003187,2024-04-08,Delivered,Credit Card,ExpressCargo,130.0,2.32,127.68,0.0,68.29
ORD-010188,CUST-010138,2024-05-15,Delivered,Credit Card,FastLogistics,285.0,5.61,279.39,0.0,70.88
ORD-010189,CUST-002377,2024-07-18,Delivered,Net Banking,FastLogistics,1114.32,47.99,1066.33,0.0,83.64
ORD-010190,CUST-012356,2024-04-06,Returned,Credit Card,ExpressCargo,244.0,5.45,238.55,0.0,70.12
ORD-010191,CUST-014273,2024-04-03,Delivered,COD,FastLogistics,19.5,0.76,18.74,5.0,70.93
ORD-010192,CUST-006808,2024-06-09,Delivered,UPI,ExpressCargo,29.0,1.11,27.89,5.0,67.4
ORD-010193,CUST-003179,2024-06-30,Delivered,Net Banking,ExpressCargo,170.0,4.5,165.5,0.0,65.1
ORD-010194,CUST-010846,2024-08-19,Delivered,Credit Card,ExpressCargo,58.0,3.35,54.65,5.0,75.82
ORD-010195,CUST-003813,2024-06-06,Delivered,Credit Card,FastLogistics,369.0,9.48,359.52,0.0,72.25
ORD-010196,CUST-008937,2024-05-05,Delivered,UPI,FastLogistics,232.0,8.75,223.25,0.0,71.06
ORD-010197,CUST-013387,2024-05-25,Delivered,Credit Card,FastLogistics,602.0,6.71,595.29,0.0,69.71
ORD-010198,CUST-014648,2024-05-03,Delivered,UPI,FastLogistics,252.0,3.84,248.16,0.0,71.91
ORD-010199,CUST-013775,2024-05-31,Delivered,Credit Card,FastLogistics,67.0,1.32,65.68,5.0,73.71
ORD-010200,CUST-008808,2024-06-30,Delivered,Credit Card,ExpressCargo,390.0,7.01,382.99,0.0,69.07
ORD-010201,CUST-002292,2024-06-21,Delivered,COD,FastLogistics,130.0,1.46,128.54,0.0,69.69
ORD-010202,CUST-006973,2024-04-06,Delivered,Credit Card,ExpressCargo,162.0,6.12,155.88,0.0,70.07
ORD-010203,CUST-005138,2024-04-01,Delivered,Credit Card,FastLogistics,398.0,9.2,388.8,0.0,74.25
ORD-010204,CUST-011161,2024-06-10,Delivered,UPI,BlueDart,49.0,0.95,48.05,5.0,87.63
ORD-010205,CUST-012016,2024-08-08,Delivered,Credit Card,FastLogistics,112.0,6.62,105.38,0.0,82.68
ORD-010206,CUST-011704,2024-09-04,Delivered,UPI,ExpressCargo,523.66,31.06,492.6,0.0,76.55
ORD-010207,CUST-003638,2024-07-09,Returned,Net Banking,ExpressCargo,238.0,11.17,226.83,0.0,74.19
ORD-010208,CUST-005258,2024-09-16,Delivered,Net Banking,ExpressCargo,212.52,14.84,197.68,0.0,75.91
ORD-010209,CUST-000754,2024-08-12,Delivered,UPI,ExpressCargo,32.0,2.56,29.44,5.0,75.8
ORD-010210,CUST-012875,2024-08-07,Delivered,Credit Card,FastLogistics,42.0,1.75,40.25,5.0,82.92
ORD-010211,CUST-010723,2024-04-11,Delivered,Net Banking,ExpressCargo,84.0,2.87,81.13,0.0,66.34
ORD-010212,CUST-005681,2024-08-20,Delivered,UPI,ExpressCargo,56.0,4.63,51.37,5.0,74.37
ORD-010213,CUST-006003,2024-04-07,Delivered,Credit Card,ExpressCargo,253.0,6.54,246.46,0.0,67.31
ORD-010214,CUST-010127,2024-05-15,Delivered,UPI,FastLogistics,190.0,4.79,185.21,0.0,69.71
ORD-010215,CUST-000341,2024-09-07,Delivered,Credit Card,FastLogistics,187.06,9.69,177.37,0.0,82.77
ORD-010216,CUST-010919,2024-09-18,Delivered,Net Banking,ExpressCargo,140.0,8.59,131.41,0.0,73.61
ORD-010217,CUST-001647,2024-08-21,Delivered,Credit Card,FastLogistics,475.66,32.12,443.54,0.0,85.2
ORD-010218,CUST-006433,2024-05-06,Delivered,Credit Card,FastLogistics,32.0,0.68,31.32,5.0,70.21
ORD-010219,CUST-009650,2024-04-07,Delivered,Credit Card,FastLogistics,182.0,3.49,178.51,0.0,69.62
ORD-010220,CUST-010593,2024-08-19,Returned,Credit Card,FastLogistics,116.0,5.2,110.8,0.0,86.23
ORD-010221,CUST-006813,2024-07-12,Delivered,Net Banking,ExpressCargo,140.0,11.03,128.97,0.0,77.07
ORD-010222,CUST-004234,2024-08-13,Delivered,UPI,BlueDart,833.78,59.09,774.69,0.0,92.18
ORD-010223,CUST-003454,2024-09-11,Delivered,UPI,ExpressCargo,126.6,9.61,116.99,0.0,76.74
ORD-010224,CUST-006576,2024-06-26,Delivered,Credit Card,FastLogistics,16.0,0.43,15.57,5.0,71.33
ORD-010225,CUST-011355,2024-05-12,Delivered,Credit Card,BlueDart,148.0,3.9,144.1,0.0,88.04
ORD-010226,CUST-004604,2024-08-02,Delivered,COD,BlueDart,105.0,5.53,99.47,0.0,89.98
ORD-010227,CUST-012607,2024-05-08,Delivered,COD,FastLogistics,166.0,6.57,159.43,0.0,73.46
ORD-010228,CUST-006821,2024-06-21,Delivered,Net Banking,BlueDart,287.0,3.71,283.29,0.0,90.97
ORD-010229,CUST-005758,2024-07-30,Delivered,Credit Card,FastLogistics,459.66,21.25,438.41,0.0,86.25
ORD-010230,CUST-010782,2024-04-04,Delivered,UPI,FastLogistics,1323.0,33.85,1289.15,0.0,69.8
ORD-010231,CUST-008860,2024-09-08,Delivered,UPI,FastLogistics,58.0,3.53,54.47,5.0,81.97
ORD-010232,CUST-008211,2024-08-28,Returned,UPI,ExpressCargo,375.0,30.43,344.57,0.0,75.26
ORD-010233,CUST-006581,2024-05-03,Delivered,Net Banking,FastLogistics,390.0,10.75,379.25,0.0,75.4
ORD-010234,CUST-007069,2024-04-24,Delivered,Credit Card,FastLogistics,250.0,2.85,247.15,0.0,70.99
ORD-010235,CUST-003797,2024-05-13,Delivered,Net Banking,BlueDart,49.0,0.85,48.15,5.0,86.67
ORD-010236,CUST-003293,2024-05-30,Delivered,Credit Card,FastLogistics,167.0,1.71,165.29,0.0,74.73
